Cod_setor;Setor_Precoleta;V202;V203;V204;V205;V206;V207;V208;V209;V210;V211;V212;V213;V214;V215;V216;V217;V218;V219;V220;V221;V222;V223;V224;V225;V226;V227;V228;V229;V230;V231;V232;V233;V234;V235;V236;V237;V238;V239;V240;V241;V242;V243;V244;V245;V246;V247;V248;V249;V250;V251;V252;V253;V254;V255;V256;V257;V258;V259;V260;V261;V262;V263;V264;V265;V266;V267;V268;V269;V270;V271;V272;V273;V274;V275;V276;V277;V278;V279;V280;V281;V282;V283;V284;V285;V286;V287;V288;V289;V290;V291;V292;V293;V294;V295;V296;V297;V298;V299;V300;V301;V302;V303;V304;V305;V306;V307;V308;V309;V310;V311;V312;V313;V314;V315;V316;V317;V318;V319;V320;V321;V322;V323;V324;V325;V326;V327;V328;V329;V330;V331;V332;V333;V334;V335;V336;V337;V338;V339;V340;V341;V342;V343;V344;V345;V346;V347;V348;V349;V350;V351;V352;V353;V354;V355;V356;V357;V358;V359;V360;V361;V362;V363;V364;V365;V366;V367;V368;V369;V370;V371;V372;V373;V374;V375;V376;V377;V378;V379;V380;V381;V382;V383;V384;V385;V386;V387;V388;V389;V390;V391;V392;V393;V394;V395;V396;V397;V398;V399;V400;V401;V402;V403;V404;V405;V406;V407;V408;V409;V410;V411;V412;V413;V414;V415;V416;V417;V418;V419;V420;V421
510190205000026;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
510190210000001;1;0;0;0;103;0;2;0;0;95;8;0;2;0;0;0;103;0;2;0;0;0;103;0;2;0;0;0;103;0;2;0;0;5;98;0;2;0;0;0;103;0;2;0;0;23;80;0;2;0;0;0;103;0;2;0;0;0;103;0;2;0;8;0;25;0;42;0;18;0;8;0;4;7;1;22;3;40;2;14;4;8;0;4;0;0;8;0;25;0;42;0;18;0;8;0;4;0;8;0;25;0;42;0;18;0;8;0;4;0;8;0;25;0;42;0;18;0;8;0;4;3;5;1;24;1;41;0;18;0;8;0;4;0;8;0;25;0;42;0;18;0;8;0;4;3;5;3;22;11;31;2;16;4;4;0;4;0;8;0;25;0;42;0;18;0;8;0;4;0;8;0;25;0;42;0;18;0;8;0;4;0;92;0;13;84;8;11;2;0;92;0;13;0;92;0;13;0;92;0;13;4;88;1;12;0;92;0;13;20;72;3;10;0;92;0;13;0;92;0;13
510190210000002;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
510190210000003;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
510190210000004;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
510190210000005;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
510250405000001;1;42;45;50;62;0;0;83;4;108;4;0;0;23;64;25;87;0;0;13;74;20;92;0;0;16;71;22;90;0;0;0;87;0;112;0;0;0;87;0;112;0;0;58;29;89;23;0;0;15;72;17;95;0;0;3;84;6;106;0;0;10;5;22;16;33;44;11;21;16;20;0;1;15;0;36;2;74;3;32;0;33;3;1;0;1;14;6;32;18;59;9;23;13;23;1;0;1;14;6;32;14;63;5;27;7;29;0;1;1;14;6;32;15;62;7;25;8;28;1;0;0;15;0;38;0;77;0;32;0;36;0;1;0;15;0;38;0;77;0;32;0;36;0;1;9;6;29;9;54;23;25;7;29;7;1;0;4;11;5;33;12;65;4;28;7;29;0;1;0;15;0;38;3;74;4;28;2;34;0;1;27;32;65;75;57;2;134;6;19;40;29;111;13;46;20;120;15;44;23;117;0;59;0;140;0;59;0;140;43;16;104;36;9;50;23;117;4;55;5;135
510250405000002;1;21;4;157;34;0;0;25;0;191;0;0;0;23;2;128;63;0;0;8;17;17;174;0;0;9;16;104;87;0;0;10;15;95;96;0;0;0;25;0;191;0;0;18;7;104;87;0;0;0;25;0;191;0;0;0;25;0;191;0;0;20;5;53;5;56;14;30;8;14;4;5;2;25;0;58;0;70;0;38;0;18;0;7;0;14;11;40;18;46;24;29;9;16;2;6;1;0;25;2;56;7;63;5;33;10;8;1;6;13;12;32;26;37;33;20;18;7;11;4;3;11;14;30;28;35;35;20;18;6;12;3;4;0;25;0;58;0;70;0;38;0;18;0;7;9;16;35;23;36;34;25;13;14;4;3;4;0;25;0;58;0;70;0;38;0;18;0;7;0;25;0;58;0;70;0;38;0;18;0;7;60;9;118;29;69;0;147;0;49;20;102;45;4;65;21;126;40;29;73;74;36;33;69;78;0;69;0;147;42;27;80;67;0;69;0;147;0;69;0;147
510250405000003;1;50;131;35;41;1;0;167;14;61;15;1;0;75;106;11;65;0;1;66;115;10;66;0;1;85;96;11;65;0;1;98;83;26;50;0;1;0;181;0;76;0;1;168;13;76;0;1;0;8;173;33;43;1;0;0;181;0;76;0;1;13;33;18;34;21;47;18;21;3;18;13;19;39;7;49;3;60;8;37;2;16;5;28;4;16;30;17;35;25;43;10;29;7;14;11;21;12;34;16;36;22;46;12;27;6;15;8;24;17;29;19;33;28;40;13;26;8;13;11;21;19;27;24;28;36;32;23;16;8;13;14;18;0;46;0;52;0;68;0;39;0;21;0;32;45;1;49;3;65;3;37;2;19;2;30;2;6;40;8;44;10;58;12;27;0;21;6;26;0;46;0;52;0;68;0;39;0;21;0;32;51;109;35;63;135;25;94;4;50;110;36;62;46;114;30;68;58;102;38;60;75;85;49;49;0;160;0;98;153;7;92;6;24;136;18;80;0;160;0;98
510250405000004;1;111;44;11;11;0;0;152;3;21;1;0;0;93;62;8;14;0;0;81;74;12;10;0;0;93;62;8;14;0;0;8;147;0;22;0;0;6;149;0;22;0;0;111;44;14;8;0;0;0;155;0;22;0;0;0;155;0;22;0;0;0;2;5;3;39;9;35;10;41;30;2;1;2;0;8;0;47;1;44;1;69;2;3;0;0;2;4;4;34;14;26;19;36;35;1;2;0;2;5;3;23;25;22;23;41;30;2;1;0;2;4;4;34;14;26;19;36;35;1;2;0;2;1;7;3;45;3;42;1;70;0;3;0;2;0;8;1;47;1;44;4;67;0;3;0;2;5;3;38;10;35;10;46;25;1;2;0;2;0;8;0;48;0;45;0;71;0;3;0;2;0;8;0;48;0;45;0;71;0;3;81;39;41;16;117;3;56;1;72;48;29;28;61;59;32;25;72;48;29;28;6;114;2;55;5;115;1;56;87;33;38;19;0;120;0;57;0;120;0;57
510250405000005;1;126;7;8;3;0;0;132;1;11;0;0;0;97;36;4;7;0;0;106;27;5;6;0;0;97;36;4;7;0;0;81;52;8;3;0;0;0;133;0;11;0;0;124;9;11;0;0;0;0;133;0;11;0;0;0;133;0;11;0;0;1;0;12;0;28;2;40;6;49;2;4;0;1;0;12;0;30;0;45;1;51;0;4;0;0;1;8;4;20;10;33;13;38;13;2;2;1;0;10;2;21;9;35;11;41;10;3;1;0;1;8;4;20;10;33;13;38;13;2;2;0;1;7;5;20;10;29;17;31;20;2;2;0;1;0;12;0;30;0;46;0;51;0;4;1;0;12;0;30;0;43;3;45;6;4;0;0;1;0;12;0;30;0;46;0;51;0;4;0;1;0;12;0;30;0;46;0;51;0;4;70;7;64;3;76;1;67;0;58;19;43;24;64;13;47;20;58;19;43;24;41;36;48;19;0;77;0;67;71;6;64;3;0;77;0;67;0;77;0;67
510250405000006;1;68;107;21;19;0;0;175;0;40;0;0;0;11;164;5;35;0;0;85;90;19;21;0;0;11;164;5;35;0;0;11;164;5;35;0;0;0;175;0;40;0;0;170;5;40;0;0;0;0;175;0;40;0;0;0;175;0;40;0;0;4;12;15;18;28;33;17;28;19;19;6;16;16;0;33;0;61;0;45;0;38;0;22;0;1;15;3;30;5;56;2;43;1;37;4;18;3;13;14;19;34;27;20;25;22;16;11;11;1;15;3;30;5;56;2;43;1;37;4;18;1;15;3;30;5;56;2;43;1;37;4;18;0;16;0;33;0;61;0;45;0;38;0;22;16;0;33;0;59;2;43;2;38;0;21;1;0;16;0;33;0;61;0;45;0;38;0;22;0;16;0;33;0;61;0;45;0;38;0;22;52;82;37;44;134;0;81;0;8;126;8;73;68;66;36;45;8;126;8;73;8;126;8;73;0;134;0;81;130;4;80;1;0;134;0;81;0;134;0;81
510250405000007;1;79;76;5;1;0;1;155;0;6;0;1;0;22;133;2;4;0;1;43;112;5;1;0;1;31;124;5;1;0;1;11;144;2;4;0;1;0;155;0;6;0;1;104;51;6;0;1;0;0;155;0;6;0;1;0;155;0;6;0;1;5;4;20;15;21;27;20;14;14;14;4;4;9;0;35;0;48;0;34;0;28;0;8;0;0;9;3;32;6;42;8;26;6;22;1;7;0;9;6;29;9;39;18;16;13;15;2;6;0;9;6;29;11;37;11;23;7;21;1;7;0;9;0;35;2;46;7;27;4;24;0;8;0;9;0;35;0;48;0;34;0;28;0;8;6;3;25;10;30;18;25;9;23;5;2;6;0;9;0;35;0;48;0;34;0;28;0;8;0;9;0;35;0;48;0;34;0;28;0;8;52;55;32;23;107;0;55;0;20;87;4;51;36;71;12;43;27;80;9;46;11;96;2;53;0;107;0;55;72;35;39;16;0;107;0;55;0;107;0;55
510250405000008;1;84;76;52;31;0;0;155;5;79;4;0;0;73;87;24;59;0;0;84;76;32;51;0;0;73;87;23;60;0;0;64;96;19;64;0;0;0;160;0;83;0;0;141;19;70;13;0;0;0;160;0;83;0;0;12;148;8;75;0;0;2;2;8;4;22;21;46;35;57;45;1;0;4;0;11;1;43;0;77;4;98;4;1;0;3;1;2;10;17;26;27;54;48;54;0;1;3;1;3;9;21;22;34;47;55;47;0;1;3;1;2;10;17;26;27;54;47;55;0;1;3;1;2;10;15;28;24;57;39;63;0;1;0;4;0;12;0;43;0;81;0;102;0;1;3;1;9;3;41;2;65;16;92;10;1;0;0;4;0;12;0;43;0;81;0;102;0;1;0;4;3;9;2;41;11;70;4;98;0;1;97;65;39;42;154;8;80;1;73;89;24;57;82;80;34;47;72;90;24;57;66;96;17;64;0;162;0;81;140;22;71;10;0;162;0;81;11;151;9;72
510250405000009;1;66;154;4;0;0;0;212;8;4;0;0;0;97;123;2;2;0;0;93;127;2;2;0;0;95;125;2;2;0;0;87;133;2;2;0;0;0;220;0;4;0;0;193;27;2;2;0;0;4;216;0;4;0;0;0;220;0;4;0;0;6;3;8;25;18;46;14;35;14;30;10;15;9;0;31;2;62;2;48;1;43;1;23;2;0;9;13;20;23;41;27;22;30;14;6;19;0;9;13;20;19;45;28;21;29;15;6;19;0;9;13;20;21;43;28;21;29;15;6;19;0;9;10;23;21;43;25;24;28;16;5;20;0;9;0;33;0;64;0;49;0;44;0;25;8;1;31;2;59;5;38;11;38;6;21;4;0;9;1;32;2;62;1;48;0;44;0;25;0;9;0;33;0;64;0;49;0;44;0;25;28;69;42;85;93;4;123;4;47;50;52;75;46;51;49;78;47;50;50;77;45;52;44;83;0;97;0;127;82;15;113;14;1;96;3;124;0;97;0;127
510250405000010;1;80;114;4;12;0;0;194;0;16;0;0;0;156;38;11;5;0;0;156;38;11;5;0;0;156;38;11;5;0;0;146;48;6;10;0;0;0;194;0;16;0;0;171;23;10;6;0;0;0;194;0;16;0;0;0;194;0;16;0;0;5;4;9;16;28;35;23;41;16;28;3;2;9;0;25;0;63;0;64;0;44;0;5;0;8;1;20;5;50;13;48;16;36;8;5;0;8;1;20;5;50;13;48;16;36;8;5;0;8;1;20;5;50;13;48;16;36;8;5;0;8;1;16;9;47;16;45;19;33;11;3;2;0;9;0;25;0;63;0;64;0;44;0;5;8;1;20;5;56;7;54;10;38;6;5;0;0;9;0;25;0;63;0;64;0;44;0;5;0;9;0;25;0;63;0;64;0;44;0;5;51;81;33;45;132;0;78;0;108;24;59;19;108;24;59;19;108;24;59;19;100;32;52;26;0;132;0;78;113;19;68;10;0;132;0;78;0;132;0;78
510250405000011;1;53;122;5;4;0;0;175;0;9;0;0;0;175;0;9;0;0;0;174;1;9;0;0;0;175;0;9;0;0;0;167;8;9;0;0;0;0;175;0;9;0;0;144;31;8;1;0;0;0;175;0;9;0;0;0;175;0;9;0;0;0;1;4;14;13;24;17;45;23;40;1;2;1;0;18;0;37;0;62;0;63;0;3;0;1;0;18;0;37;0;62;0;63;0;3;0;1;0;18;0;36;1;62;0;63;0;3;0;1;0;18;0;37;0;62;0;63;0;3;0;1;0;17;1;34;3;58;4;63;0;3;0;0;1;0;18;0;37;0;62;0;63;0;3;1;0;14;4;27;10;53;9;54;9;3;0;0;1;0;18;0;37;0;62;0;63;0;3;0;1;0;18;0;37;0;62;0;63;0;3;33;80;25;46;113;0;71;0;113;0;71;0;112;1;71;0;113;0;71;0;109;4;67;4;0;113;0;71;92;21;60;11;0;113;0;71;0;113;0;71
510250405000012;1;47;111;0;1;0;0;158;0;1;0;0;0;158;0;1;0;0;0;158;0;1;0;0;0;158;0;1;0;0;0;158;0;1;0;0;0;0;158;0;1;0;0;121;37;1;0;0;0;0;158;0;1;0;0;0;158;0;1;0;0;0;1;3;14;13;37;16;31;14;25;1;4;1;0;17;0;50;0;47;0;39;0;5;0;1;0;17;0;50;0;47;0;39;0;5;0;1;0;17;0;50;0;47;0;39;0;5;0;1;0;17;0;50;0;47;0;39;0;5;0;1;0;17;0;50;0;47;0;39;0;5;0;0;1;0;17;0;50;0;47;0;39;0;5;0;1;10;7;37;13;41;6;29;10;5;0;0;1;0;17;0;50;0;47;0;39;0;5;0;1;0;17;0;50;0;47;0;39;0;5;31;65;16;47;96;0;63;0;96;0;63;0;96;0;63;0;96;0;63;0;96;0;63;0;0;96;0;63;74;22;48;15;0;96;0;63;0;96;0;63
510250405000013;1;29;102;13;62;0;0;131;0;75;0;0;0;122;9;71;4;0;0;116;15;60;15;0;0;120;11;71;4;0;0;117;14;67;8;0;0;0;131;0;75;0;0;128;3;72;3;0;0;0;131;0;75;0;0;0;131;0;75;0;0;1;4;7;13;13;43;10;49;11;55;0;0;5;0;20;0;56;0;59;0;66;0;0;0;4;1;17;3;53;3;56;3;63;3;0;0;2;3;14;6;49;7;53;6;58;8;0;0;4;1;17;3;53;3;54;5;63;3;0;0;3;2;17;3;51;5;55;4;58;8;0;0;0;5;0;20;0;56;0;59;0;66;0;0;4;1;20;0;55;1;57;2;64;2;0;0;0;5;0;20;0;56;0;59;0;66;0;0;0;5;0;20;0;56;0;59;0;66;0;0;26;111;16;53;137;0;69;0;127;10;66;3;119;18;57;12;126;11;65;4;121;16;63;6;0;137;0;69;134;3;66;3;0;137;0;69;0;137;0;69
510250405000014;1;69;41;8;3;0;0;109;1;11;0;0;0;94;16;10;1;0;0;71;39;7;4;0;0;94;16;10;1;0;0;54;56;3;8;0;0;0;110;0;11;0;0;94;16;11;0;0;0;2;108;0;11;0;0;3;107;0;11;0;0;4;0;14;7;27;19;12;8;14;8;6;2;4;0;21;0;45;1;20;0;22;0;8;0;4;0;16;5;39;7;18;2;20;2;7;1;1;3;11;10;32;14;14;6;15;7;5;3;4;0;16;5;39;7;18;2;20;2;7;1;4;0;13;8;20;26;8;12;6;16;6;2;0;4;0;21;0;46;0;20;0;22;0;8;4;0;18;3;40;6;17;3;19;3;7;1;0;4;0;21;0;46;0;20;1;21;1;7;0;4;2;19;1;45;0;20;0;22;0;8;50;30;27;14;80;0;40;1;66;14;38;3;51;29;27;14;66;14;38;3;34;46;23;18;0;80;0;41;69;11;36;5;1;79;1;40;3;77;0;41
510250405000015;1;103;65;18;29;0;0;166;2;47;0;0;0;159;9;43;4;0;0;137;31;29;18;0;0;154;14;35;12;0;0;118;50;30;17;0;0;0;168;0;47;0;0;149;19;42;5;0;0;15;153;13;34;0;0;1;167;0;47;0;0;2;2;19;16;45;34;30;20;25;19;0;3;4;0;35;0;78;1;50;0;43;1;3;0;3;1;34;1;72;7;49;1;41;3;3;0;3;1;26;9;62;17;40;10;33;11;2;1;3;1;31;4;66;13;46;4;40;4;3;0;3;1;29;6;51;28;36;14;29;15;0;3;0;4;0;35;0;79;0;50;0;44;0;3;3;1;33;2;70;9;43;7;41;3;1;2;0;4;2;33;13;66;7;43;5;39;1;2;0;4;0;35;0;79;0;50;1;43;0;3;80;51;41;43;129;2;84;0;124;7;78;6;101;30;65;19;117;14;72;12;93;38;55;29;0;131;0;84;118;13;73;11;20;111;8;76;1;130;0;84
510250405000016;1;18;198;0;17;0;0;214;2;16;1;0;0;53;163;3;14;0;0;41;175;0;17;0;0;68;148;4;13;0;0;100;116;2;15;0;0;0;216;0;17;0;0;199;17;15;2;0;0;40;176;7;10;0;0;5;211;1;16;0;0;0;14;5;44;6;91;6;46;1;15;0;5;14;0;48;1;95;2;52;0;16;0;5;0;1;13;14;35;21;76;14;38;4;12;2;3;1;13;9;40;14;83;12;40;3;13;2;3;2;12;16;33;28;69;20;32;4;12;2;3;6;8;22;27;39;58;27;25;6;10;2;3;0;14;0;49;0;97;0;52;0;16;0;5;11;3;45;4;88;9;50;2;16;0;4;1;5;9;7;42;17;80;12;40;6;10;0;5;1;13;3;46;2;95;0;52;0;16;0;5;5;81;13;134;85;1;145;2;20;66;36;111;14;72;27;120;24;62;48;99;36;50;66;81;0;86;0;147;83;3;131;16;19;67;28;119;2;84;4;143
510250405000017;1;4;141;2;60;0;0;145;0;62;0;0;0;87;58;41;21;0;0;32;113;12;50;0;0;87;58;41;21;0;0;75;70;26;36;0;0;0;145;0;62;0;0;145;0;62;0;0;0;6;139;1;61;0;0;3;142;0;62;0;0;0;18;2;44;2;66;2;49;0;9;0;15;18;0;46;0;68;0;51;0;9;0;15;0;8;10;31;15;47;21;32;19;6;3;4;11;2;16;8;38;13;55;17;34;2;7;2;13;8;10;31;15;47;21;32;19;6;3;4;11;6;12;23;23;36;32;28;23;4;5;4;11;0;18;0;46;0;68;0;51;0;9;0;15;18;0;46;0;68;0;51;0;9;0;15;0;3;15;1;45;0;68;2;49;1;8;0;15;0;18;1;45;0;68;2;49;0;9;0;15;2;139;4;62;141;0;66;0;83;58;45;21;28;113;16;50;83;58;45;21;66;75;35;31;0;141;0;66;141;0;66;0;5;136;2;64;3;138;0;66
510250405000018;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
510250405000019;1;45;182;1;21;0;0;227;0;22;0;0;0;125;102;21;1;0;0;190;37;22;0;0;0;190;37;22;0;0;0;130;97;20;2;0;0;0;227;0;22;0;0;227;0;22;0;0;0;7;220;1;21;0;0;0;227;0;22;0;0;0;8;11;23;17;65;12;54;4;36;2;17;8;0;34;0;82;0;66;0;40;0;19;0;2;6;22;12;40;42;44;22;28;12;10;9;7;1;28;6;68;14;60;6;34;6;15;4;7;1;28;6;68;14;60;6;34;6;15;4;3;5;19;15;41;41;49;17;29;11;9;10;0;8;0;34;0;82;0;66;0;40;0;19;8;0;34;0;82;0;66;0;40;0;19;0;0;8;3;31;3;79;1;65;0;40;1;18;0;8;0;34;0;82;0;66;0;40;0;19;22;96;24;107;118;0;131;0;72;46;74;57;102;16;110;21;102;16;110;21;75;43;75;56;0;118;0;131;118;0;131;0;4;114;4;127;0;118;0;131
510250405000020;1;46;101;5;5;0;0;147;0;10;0;0;0;136;11;8;2;0;0;136;11;8;2;0;0;136;11;8;2;0;0;132;15;9;1;0;0;17;130;1;9;0;0;139;8;9;1;0;0;5;142;0;10;0;0;0;147;0;10;0;0;0;0;5;10;7;25;15;28;23;41;1;2;0;0;15;0;32;0;43;0;64;0;3;0;0;0;13;2;27;5;42;1;59;5;3;0;0;0;13;2;27;5;42;1;59;5;3;0;0;0;13;2;27;5;42;1;59;5;3;0;0;0;13;2;24;8;41;2;60;4;3;0;0;0;1;14;3;29;7;36;6;58;1;2;0;0;14;1;30;2;41;2;60;4;3;0;0;0;1;14;3;29;1;42;0;64;0;3;0;0;0;15;0;32;0;43;0;64;0;3;33;74;18;32;107;0;50;0;97;10;47;3;97;10;47;3;97;10;47;3;94;13;47;3;10;97;8;42;101;6;47;3;5;102;0;50;0;107;0;50
510250405000021;1;0;148;0;38;0;0;146;2;38;0;0;0;20;128;0;38;0;0;25;123;3;35;0;0;33;115;11;27;0;0;52;96;13;25;0;0;0;148;0;38;0;0;88;60;29;9;0;0;0;148;0;38;0;0;3;145;0;38;0;0;0;5;0;24;0;63;0;47;0;35;0;12;5;0;24;0;61;2;47;0;35;0;12;0;0;5;1;23;8;55;3;44;8;27;0;12;1;4;2;22;9;54;6;41;9;26;1;11;1;4;3;21;16;47;11;36;11;24;2;10;3;2;10;14;18;45;13;34;16;19;5;7;0;5;0;24;0;63;0;47;0;35;0;12;3;2;18;6;39;24;31;16;20;15;6;6;0;5;0;24;0;63;0;47;0;35;0;12;0;5;0;24;3;60;0;47;0;35;0;12;0;102;0;84;100;2;84;0;10;92;10;74;16;86;12;72;28;74;16;68;31;71;34;50;0;102;0;84;60;42;57;27;0;102;0;84;3;99;0;84
510250405000022;1;3;87;4;79;0;2;89;1;78;5;0;2;34;56;15;68;0;2;64;26;29;54;0;2;82;8;55;28;0;2;75;15;48;35;0;2;0;90;0;83;0;2;71;19;51;32;0;2;0;90;4;79;2;0;0;90;2;81;0;2;1;9;3;39;2;71;1;35;0;9;0;5;10;0;39;3;70;3;35;1;9;0;4;1;3;7;13;29;17;56;12;24;3;6;1;4;6;4;14;28;37;36;25;11;9;0;2;3;8;2;29;13;56;17;32;4;9;0;3;2;6;4;22;20;52;21;31;5;9;0;3;2;0;10;0;42;0;73;0;36;0;9;0;5;7;3;26;16;53;20;27;9;6;3;3;2;0;10;3;39;2;71;1;35;0;9;0;5;0;10;1;41;1;72;0;36;0;9;0;5;4;98;3;70;97;5;70;3;29;73;20;53;57;45;36;37;81;21;56;17;72;30;51;22;0;102;0;73;71;31;51;22;5;97;1;72;2;100;0;73
510250405000023;1;0;152;0;2;0;0;138;14;2;0;0;0;19;133;0;2;0;0;7;145;0;2;0;0;41;111;0;2;0;0;70;82;0;2;0;0;0;152;0;2;0;0;110;42;2;0;0;0;7;145;0;2;0;0;0;152;0;2;0;0;0;16;0;26;0;61;0;33;0;12;0;6;13;3;25;1;54;7;32;1;11;1;5;1;2;14;1;25;7;54;5;28;3;9;1;5;0;16;1;25;4;57;1;32;1;11;0;6;2;14;3;23;19;42;11;22;5;7;1;5;5;11;16;10;25;36;16;17;5;7;3;3;0;16;0;26;0;61;0;33;0;12;0;6;14;2;16;10;46;15;22;11;10;2;4;2;0;16;0;26;4;57;2;31;1;11;0;6;0;16;0;26;0;61;0;33;0;12;0;6;0;95;0;59;86;9;54;5;12;83;7;52;4;91;3;56;27;68;14;45;44;51;26;33;0;95;0;59;72;23;40;19;5;90;2;57;0;95;0;59
